aX,aY,aZ,gX,gY,gZ
1.014,-0.085,-0.165,5.798,0.854,-0.488
1.010,-0.091,-0.164,5.371,1.160,-0.305
1.013,-0.081,-0.161,5.127,1.526,0.366
1.013,-0.067,-0.158,5.737,2.136,0.916
1.011,-0.055,-0.163,6.714,2.441,0.427
1.011,-0.069,-0.167,8.179,2.808,-0.549
1.015,-0.091,-0.169,8.057,2.869,-0.427
1.018,-0.084,-0.168,7.263,3.235,0.366
1.020,-0.063,-0.169,7.263,3.479,0.244
1.020,-0.064,-0.171,7.568,3.540,-0.305
1.021,-0.082,-0.175,7.568,3.052,-1.587
1.019,-0.087,-0.177,7.080,2.686,-1.770
1.017,-0.090,-0.178,5.798,2.319,-1.465
1.019,-0.089,-0.176,5.066,2.197,-1.282
1.019,-0.080,-0.175,3.845,2.136,-1.526
1.015,-0.061,-0.177,3.662,2.136,-2.075
1.018,-0.065,-0.180,4.211,1.648,-2.747
1.026,-0.080,-0.180,4.333,1.221,-2.686
1.025,-0.078,-0.178,3.967,0.732,-2.319
1.017,-0.061,-0.175,4.089,0.671,-2.441
1.014,-0.062,-0.176,5.371,0.916,-3.296
1.015,-0.089,-0.183,5.737,1.099,-3.479
1.020,-0.095,-0.184,4.944,1.099,-3.113
1.024,-0.076,-0.182,4.578,0.916,-2.930
1.019,-0.066,-0.181,4.700,0.793,-2.991
1.014,-0.069,-0.181,6.104,0.427,-3.662
1.012,-0.106,-0.182,6.409,0.244,-3.662
1.015,-0.116,-0.181,5.249,0.000,-2.075
1.015,-0.095,-0.180,4.456,0.122,-1.160
1.014,-0.079,-0.178,4.150,0.671,-0.671
1.013,-0.080,-0.177,4.456,0.732,-1.038
1.012,-0.088,-0.178,4.578,0.916,-1.343
1.015,-0.083,-0.178,4.395,1.160,-1.160
1.018,-0.075,-0.179,4.700,1.160,-0.916
1.022,-0.075,-0.179,5.005,0.916,-1.038
1.018,-0.080,-0.179,5.310,0.427,-1.465
1.007,-0.080,-0.180,5.310,0.427,-1.404
1.009,-0.081,-0.182,5.371,0.732,-1.038
1.015,-0.090,-0.183,5.249,0.732,-1.038
1.015,-0.093,-0.183,4.883,0.610,-1.099

0.987,-0.310,-0.318,-100.891,-3.662,22.461
1.005,-0.329,-0.329,-128.601,-3.479,28.992
1.019,-0.227,-0.328,-142.334,-3.845,31.006
1.012,-0.152,-0.329,-161.438,-5.737,29.846
0.974,-0.183,-0.361,-167.541,-7.324,29.724
0.967,-0.269,-0.382,-186.157,-9.155,35.156
1.011,-0.279,-0.401,-200.256,-9.277,38.391
1.011,-0.182,-0.398,-224.060,-10.864,38.452
0.950,-0.024,-0.387,-229.431,-11.353,35.156
0.923,-0.059,-0.399,-233.276,-10.193,32.471
0.938,-0.293,-0.456,-238.770,-9.338,36.560
0.975,-0.312,-0.471,-249.390,-9.033,42.542
0.971,-0.095,-0.471,-274.475,-9.766,47.485
0.958,-0.012,-0.470,-281.189,-9.155,44.189
0.961,-0.015,-0.476,-283.325,-8.301,37.231
0.993,-0.187,-0.505,-285.706,-9.583,37.659
1.018,-0.202,-0.512,-301.758,-14.099,40.588
1.054,0.053,-0.476,-309.692,-15.991,37.170
1.047,0.195,-0.448,-308.228,-17.761,20.203
1.018,0.358,-0.373,-298.950,-18.127,11.292
1.007,0.417,-0.330,-268.188,-15.930,-2.014
1.039,0.568,-0.234,-247.009,-13.794,-6.348
1.045,0.665,-0.185,-190.124,-11.047,-12.512
0.951,0.782,-0.088,-153.625,-9.644,-14.893
0.906,0.762,-0.058,-71.716,-1.648,-14.771
0.928,0.540,-0.075,-32.349,3.418,-11.230
0.963,0.352,-0.102,26.611,9.094,-3.479
1.007,0.031,-0.150,42.786,9.949,-1.770
1.021,-0.072,-0.165,52.063,11.841,-0.977
1.021,-0.230,-0.187,48.767,12.573,-1.160
1.012,-0.288,-0.192,42.053,12.817,-0.977
1.015,-0.312,-0.189,23.315,11.292,3.235
1.047,-0.228,-0.179,14.282,9.888,6.531
1.057,-0.160,-0.175,3.174,7.263,8.118
1.050,-0.086,-0.170,1.343,5.859,6.226
1.043,-0.072,-0.165,1.465,3.174,4.150
1.026,-0.029,-0.154,2.625,3.357,4.700
1.025,-0.003,-0.151,7.874,5.310,5.859
1.045,-0.032,-0.161,11.414,4.944,5.615
1.047,-0.074,-0.165,14.465,1.221,5.188
1.035,-0.091,-0.156,13.489,0.000,6.042
1.023,-0.064,-0.149,12.085,-0.244,6.836
0.993,-0.041,-0.143,11.353,0.732,5.432
0.982,-0.067,-0.143,11.658,1.038,3.418
0.984,-0.097,-0.143,10.010,1.892,1.343
1.005,-0.100,-0.138,7.690,2.441,1.648
1.007,-0.077,-0.135,3.784,3.723,1.038
1.000,-0.055,-0.131,3.113,4.395,-0.793
1.001,-0.068,-0.135,2.808,5.981,-4.456
1.016,-0.104,-0.150,2.319,6.409,-4.944
1.022,-0.108,-0.155,0.610,6.104,-4.333
1.018,-0.096,-0.157,0.000,5.859,-4.333
1.011,-0.092,-0.159,0.305,6.409,-4.333
1.016,-0.101,-0.166,0.793,7.019,-3.906
1.025,-0.105,-0.171,1.770,7.263,-1.892
1.028,-0.091,-0.174,2.197,6.897,-0.854
1.024,-0.074,-0.171,2.808,6.592,-0.122
1.024,-0.063,-0.179,5.310,6.592,0.427
1.027,-0.080,-0.186,6.958,6.409,0.549
1.031,-0.101,-0.189,8.301,5.127,1.343
1.029,-0.112,-0.188,7.690,4.578,1.770
1.027,-0.096,-0.184,6.104,4.517,2.380
1.018,-0.059,-0.178,6.165,4.700,2.258
1.014,-0.059,-0.182,7.324,4.639,0.977
1.010,-0.077,-0.185,7.629,4.150,0.610
1.010,-0.075,-0.182,7.263,3.906,0.549
1.015,-0.053,-0.176,7.141,4.272,0.305
1.016,-0.047,-0.176,8.179,4.578,-0.916
1.014,-0.077,-0.187,8.789,4.333,-1.648
1.013,-0.099,-0.193,7.996,3.479,-1.343
1.019,-0.100,-0.192,6.836,3.296,-0.183
1.016,-0.079,-0.189,5.432,3.540,1.038
1.006,-0.047,-0.187,5.859,3.845,0.427
1.002,-0.060,-0.191,6.714,4.272,-0.549
1.018,-0.124,-0.205,7.080,4.822,-1.465
1.032,-0.138,-0.209,5.737,4.333,-0.427
1.033,-0.128,-0.208,1.343,2.747,2.258
1.018,-0.072,-0.201,-0.122,2.625,2.563
1.015,-0.057,-0.201,-0.122,2.991,1.160
1.014,-0.082,-0.208,0.183,2.930,0.305
1.020,-0.091,-0.210,-0.977,2.075,0.183
1.014,-0.060,-0.204,-1.709,1.709,0.610
1.007,-0.040,-0.201,-0.916,2.075,0.549
1.003,-0.050,-0.204,0.244,2.197,-0.122
1.006,-0.070,-0.208,1.282,1.709,-0.610
1.021,-0.072,-0.207,1.099,1.587,-0.244
1.022,-0.054,-0.205,1.648,1.831,0.366
1.015,-0.039,-0.199,2.808,1.953,0.000
1.015,-0.054,-0.201,4.089,1.770,-0.671
1.017,-0.084,-0.203,4.944,0.854,-1.343
1.013,-0.080,-0.201,4.517,0.549,-1.160
1.005,-0.066,-0.196,4.089,1.160,-0.610
1.000,-0.051,-0.194,4.700,1.770,-0.793
1.001,-0.063,-0.197,5.920,2.502,-2.014
1.002,-0.094,-0.198,5.798,2.563,-1.953
1.004,-0.092,-0.197,4.761,3.052,-0.366
1.002,-0.064,-0.195,4.578,3.662,0.061
1.006,-0.057,-0.196,5.249,4.700,-0.549
1.011,-0.075,-0.206,5.554,4.761,-0.854
1.014,-0.081,-0.210,5.188,4.395,0.122
1.020,-0.060,-0.212,4.761,4.211,0.671
1.019,-0.041,-0.211,4.761,4.028,0.671
1.017,-0.031,-0.212,6.409,3.967,-1.282
1.021,-0.050,-0.225,7.446,3.723,-2.319
1.024,-0.065,-0.228,8.179,2.136,-2.502
1.009,-0.064,-0.221,7.935,1.526,-2.258
1.004,-0.050,-0.216,7.996,1.831,-2.686
1.001,-0.048,-0.216,8.545,2.075,-3.296
0.998,-0.063,-0.217,9.094,2.258,-4.333
1.010,-0.082,-0.221,8.545,2.319,-4.517
1.005,-0.075,-0.220,7.141,2.686,-4.150
1.005,-0.054,-0.215,7.141,3.174,-3.906
1.011,-0.060,-0.217,7.751,3.357,-4.700
1.003,-0.086,-0.217,7.629,3.235,-5.371
1.012,-0.092,-0.217,6.042,3.113,-5.249
1.012,-0.088,-0.218,5.127,2.686,-4.639
1.004,-0.082,-0.219,4.456,2.502,-3.967
1.006,-0.078,-0.221,4.089,2.197,-3.052
1.010,-0.080,-0.227,4.089,1.770,-2.869

1.015,-0.324,-0.274,-50.781,-6.653,19.531
1.016,-0.370,-0.280,-74.524,-7.935,25.024
1.018,-0.408,-0.289,-88.928,-8.484,28.076
1.005,-0.397,-0.289,-120.239,-9.705,32.471
0.966,-0.363,-0.300,-135.864,-10.254,32.898
0.957,-0.368,-0.313,-165.771,-9.949,33.386
0.971,-0.354,-0.324,-180.908,-9.155,35.156
0.969,-0.291,-0.321,-208.618,-7.324,36.499
0.962,-0.162,-0.331,-219.116,-6.470,35.156
0.962,-0.116,-0.341,-233.093,-5.005,32.471
0.953,-0.066,-0.370,-237.183,-3.906,31.677
0.954,-0.081,-0.387,-242.493,-1.465,32.776
0.990,-0.098,-0.393,-245.666,-1.038,34.607
1.010,-0.056,-0.385,-249.451,-1.282,35.339
1.003,0.062,-0.370,-252.624,-2.625,30.396
0.992,0.073,-0.366,-249.878,-3.235,26.733
0.984,0.042,-0.361,-239.807,-4.150,24.597
0.974,-0.037,-0.334,-235.779,-3.845,26.917
0.980,-0.047,-0.322,-231.689,-1.587,33.875
0.989,-0.027,-0.311,-230.591,-0.854,35.706
1.001,0.010,-0.298,-227.295,-0.977,32.654
0.995,0.063,-0.266,-223.755,-0.427,28.687
1.003,0.079,-0.252,-213.135,2.197,23.071
1.016,0.135,-0.220,-206.360,2.869,21.423
1.031,0.178,-0.201,-189.758,2.502,15.076
1.041,0.289,-0.158,-178.894,2.075,10.132
1.026,0.331,-0.138,-165.955,2.319,4.700
1.008,0.348,-0.123,-134.277,5.493,-3.906
1.021,0.323,-0.116,-116.638,7.263,-5.920
1.043,0.303,-0.119,-81.055,8.301,-5.615
1.032,0.281,-0.111,-63.965,8.484,-4.822
1.008,0.252,-0.113,-32.715,11.108,-5.554
0.973,0.105,-0.133,-19.775,12.756,-6.653
0.987,0.035,-0.146,-2.380,15.625,-5.371
1.013,-0.013,-0.165,2.869,16.907,-2.930
1.006,-0.014,-0.169,11.169,18.311,1.953
1.016,-0.029,-0.177,15.137,17.761,3.540
1.024,-0.049,-0.188,18.555,16.602,4.761
1.038,-0.076,-0.200,22.583,12.695,7.935
1.060,-0.102,-0.204,22.644,10.010,9.888
1.050,-0.083,-0.195,20.020,6.042,10.376
1.027,-0.013,-0.181,19.104,5.859,8.484
1.019,0.001,-0.180,20.569,6.531,3.967
1.025,-0.060,-0.193,21.667,6.226,2.869
1.037,-0.088,-0.196,19.958,3.479,3.357
1.037,-0.070,-0.184,17.639,2.258,3.601
1.036,-0.042,-0.177,14.709,1.648,1.770
1.030,-0.040,-0.175,14.832,1.282,0.122
1.026,-0.072,-0.176,15.198,0.732,-1.404
1.025,-0.101,-0.174,12.817,-0.854,-2.136
1.016,-0.093,-0.160,10.437,-1.221,-1.770
1.014,-0.071,-0.154,7.629,-0.366,-2.014
1.008,-0.078,-0.153,7.446,0.122,-2.625
1.009,-0.105,-0.155,6.348,0.427,-2.563
1.008,-0.112,-0.157,4.578,0.610,-1.709
1.007,-0.093,-0.156,1.587,1.892,-0.122
1.008,-0.065,-0.155,1.282,2.258,-0.305
1.006,-0.066,-0.157,1.648,2.869,-1.526
1.016,-0.087,-0.173,1.770,3.235,-1.343
1.026,-0.090,-0.177,1.160,2.869,0.366
1.028,-0.064,-0.175,0.671,2.380,0.610
1.025,-0.045,-0.174,0.610,2.136,0.244
1.023,-0.041,-0.175,2.136,1.953,-1.343
1.031,-0.074,-0.180,3.052,1.587,-1.709
1.034,-0.084,-0.179,3.479,0.183,-0.854
1.026,-0.059,-0.172,3.479,-0.305,-0.427
1.022,-0.042,-0.169,5.005,-0.427,-0.610
1.023,-0.053,-0.167,6.348,-0.427,-1.282
1.025,-0.068,-0.168,7.751,-1.038,-1.953
1.024,-0.065,-0.163,7.874,-1.221,-1.587
1.021,-0.055,-0.162,8.850,-0.916,-1.404
1.015,-0.067,-0.164,9.521,-0.854,-1.892
1.016,-0.091,-0.165,9.827,-1.038,-2.380
1.024,-0.109,-0.162,8.240,-1.465,-1.953
1.026,-0.097,-0.158,6.958,-1.465,-0.854
1.025,-0.081,-0.156,5.737,-0.916,0.549
1.017,-0.064,-0.157,5.798,-0.854,0.244
1.010,-0.072,-0.160,5.554,-0.793,-1.099
1.017,-0.094,-0.163,4.944,-0.732,-0.977
1.022,-0.092,-0.160,2.930,-0.732,0.671
1.020,-0.062,-0.154,2.258,-0.427,1.099
1.016,-0.051,-0.154,2.441,0.305,-0.061
1.009,-0.066,-0.158,2.747,0.610,-0.916
1.009,-0.075,-0.159,2.319,1.465,-1.526
1.014,-0.066,-0.160,1.892,1.953,-1.221
1.015,-0.058,-0.161,1.770,2.625,-1.099
1.015,-0.062,-0.166,1.953,2.563,-1.404
1.014,-0.075,-0.169,2.075,2.258,-1.770
1.015,-0.083,-0.172,1.343,1.526,-1.404
1.016,-0.067,-0.172,0.732,1.526,-0.916
1.017,-0.052,-0.170,0.793,2.075,-0.793
1.023,-0.042,-0.171,1.465,2.075,-1.282
1.022,-0.050,-0.174,2.930,1.770,-2.197
1.021,-0.074,-0.178,3.174,1.709,-2.197
1.025,-0.076,-0.177,2.869,1.282,-1.221
1.025,-0.062,-0.172,2.808,1.038,-1.038
1.020,-0.056,-0.170,3.479,0.854,-1.343
1.016,-0.063,-0.172,3.967,0.854,-1.648
1.019,-0.075,-0.173,3.967,0.671,-1.770
1.018,-0.083,-0.173,3.479,0.610,-1.526
1.019,-0.080,-0.172,2.869,0.732,-1.221
1.020,-0.074,-0.171,2.014,0.854,-1.526
1.015,-0.072,-0.169,1.892,0.916,-2.014
1.014,-0.080,-0.171,1.526,1.282,-2.441
1.021,-0.095,-0.175,0.977,1.221,-2.075
1.021,-0.090,-0.175,-0.122,0.732,-0.427
1.017,-0.062,-0.174,-0.183,0.732,0.061
1.015,-0.052,-0.174,1.160,1.160,-0.183
1.016,-0.056,-0.177,2.136,1.282,-0.488
1.020,-0.063,-0.180,3.479,1.038,-0.488
1.022,-0.065,-0.183,3.723,0.732,-0.183
1.023,-0.061,-0.181,3.967,0.488,0.122
1.021,-0.057,-0.178,4.822,0.122,-0.122
1.018,-0.056,-0.179,5.249,0.061,-0.671
1.017,-0.062,-0.181,5.798,0.122,-1.465
1.019,-0.077,-0.180,5.737,0.000,-1.221
1.021,-0.076,-0.178,5.005,-0.305,-0.732
1.013,-0.061,-0.172,4.883,-0.366,-0.793
1.009,-0.058,-0.171,5.188,0.061,-1.709

1.014,-0.310,-0.305,-83.313,-3.113,22.644
1.023,-0.308,-0.311,-106.262,-4.150,30.212
0.982,-0.271,-0.327,-118.225,-5.127,31.006
0.969,-0.283,-0.341,-141.357,-6.531,31.311
0.978,-0.353,-0.380,-153.015,-6.775,33.936
0.995,-0.377,-0.398,-179.321,-7.324,44.495
1.030,-0.270,-0.407,-193.054,-9.033,48.706
1.018,-0.173,-0.405,-214.600,-14.465,46.204
0.956,-0.067,-0.398,-221.130,-16.541,41.870
0.934,-0.068,-0.396,-229.736,-15.991,39.307
0.925,-0.103,-0.409,-234.192,-13.367,41.138
0.950,-0.105,-0.419,-245.789,-9.644,42.725
1.009,-0.083,-0.441,-251.770,-10.620,40.894
1.023,-0.085,-0.450,-257.202,-12.939,38.269
1.008,-0.036,-0.432,-267.273,-17.761,33.325
0.995,0.020,-0.408,-271.240,-18.799,29.663
0.990,0.070,-0.385,-272.827,-17.273,19.653
0.996,0.094,-0.364,-269.897,-15.991,15.564
1.034,0.083,-0.362,-260.864,-16.235,11.108
1.103,0.181,-0.323,-255.371,-18.982,9.399
1.076,0.303,-0.277,-234.680,-22.461,1.465
0.978,0.527,-0.165,-216.003,-20.447,-4.456
0.951,0.572,-0.115,-162.292,-12.207,-12.878
0.958,0.560,-0.061,-130.554,-8.179,-13.611
0.950,0.516,-0.045,-65.918,0.061,-9.216
0.947,0.380,-0.062,-36.621,4.944,-4.822
0.964,0.280,-0.081,8.606,12.573,2.563
0.997,0.030,-0.127,22.827,14.282,3.601
1.017,-0.072,-0.145,31.372,15.076,3.906
1.039,-0.136,-0.156,33.752,15.320,6.470
1.051,-0.165,-0.162,29.968,14.587,7.935
1.031,-0.152,-0.159,20.020,12.390,6.714
1.008,-0.136,-0.157,15.930,11.414,5.005
1.025,-0.146,-0.164,9.583,9.094,5.127
1.055,-0.142,-0.169,6.226,7.629,6.897
1.053,-0.105,-0.162,0.366,5.188,8.118
1.045,-0.033,-0.154,-0.671,4.089,6.409
1.038,-0.027,-0.152,-0.549,2.869,3.845
1.027,-0.051,-0.145,0.427,1.831,-0.061
1.022,-0.053,-0.141,0.610,1.953,-0.366
1.016,-0.051,-0.139,1.526,2.747,0.854
1.015,-0.055,-0.138,2.563,2.869,1.526
1.016,-0.065,-0.137,4.089,2.380,1.953
1.015,-0.072,-0.133,4.211,2.319,1.770
1.013,-0.063,-0.129,4.089,3.113,1.465
1.009,-0.048,-0.127,4.517,3.662,1.160
1.013,-0.053,-0.131,5.981,4.639,-0.488
1.014,-0.080,-0.141,6.226,4.700,-1.221
1.009,-0.083,-0.144,5.249,4.944,-1.526
1.008,-0.073,-0.148,4.639,5.615,-1.587
1.016,-0.073,-0.150,4.395,6.226,-1.892
1.022,-0.078,-0.152,4.150,6.348,-2.747
1.028,-0.085,-0.165,3.967,6.104,-2.808
1.027,-0.079,-0.170,4.150,5.188,-1.953
1.026,-0.061,-0.170,4.822,4.761,-1.648
1.025,-0.066,-0.170,6.348,4.456,-2.441
1.032,-0.093,-0.173,6.592,4.333,-2.991
1.038,-0.104,-0.174,5.676,3.174,-2.869
1.033,-0.098,-0.171,4.944,2.380,-2.502
1.028,-0.090,-0.168,4.272,1.526,-2.502
1.020,-0.108,-0.168,4.150,1.282,-2.930
1.018,-0.122,-0.167,2.686,1.099,-2.441
1.023,-0.108,-0.164,1.526,1.160,-1.465
1.022,-0.087,-0.160,0.671,1.404,-0.488
1.015,-0.068,-0.160,1.282,1.587,-0.916
1.017,-0.084,-0.164,2.014,1.587,-1.587
1.020,-0.099,-0.166,2.258,0.977,-1.343
1.022,-0.089,-0.163,1.831,0.732,-0.427
1.019,-0.073,-0.159,1.892,0.732,0.305
1.008,-0.065,-0.159,2.502,0.916,-0.122
1.006,-0.075,-0.161,3.723,1.221,-0.549
1.017,-0.080,-0.165,3.906,1.343,-0.244
1.019,-0.068,-0.166,4.150,2.014,0.061
1.020,-0.059,-0.167,4.700,2.197,-0.488
1.016,-0.071,-0.168,5.859,1.953,-1.892
1.018,-0.103,-0.174,5.859,1.953,-1.709
1.022,-0.103,-0.175,4.883,1.831,0.183
1.020,-0.079,-0.173,4.517,1.770,0.732
1.017,-0.070,-0.171,4.517,1.709,0.549
1.012,-0.070,-0.172,5.005,1.770,-0.854
1.009,-0.083,-0.176,5.005,2.136,-1.038
1.020,-0.079,-0.177,4.944,2.563,-0.122
1.027,-0.058,-0.178,5.249,2.441,0.122
1.028,-0.055,-0.180,6.409,1.648,-0.732
1.020,-0.078,-0.183,6.775,0.916,-1.404
1.016,-0.091,-0.181,5.981,0.000,-1.587
1.016,-0.088,-0.176,5.249,0.061,-1.038
1.016,-0.074,-0.173,4.822,0.671,-0.488
1.017,-0.058,-0.171,5.310,0.916,-0.916
1.016,-0.066,-0.173,6.165,0.732,-2.319
1.017,-0.098,-0.177,5.981,0.549,-2.502
1.020,-0.104,-0.177,4.211,0.000,-2.197
1.017,-0.095,-0.172,3.174,-0.122,-2.258
1.011,-0.090,-0.169,2.258,0.061,-2.625
1.009,-0.091,-0.169,1.404,0.916,-3.296
1.010,-0.093,-0.171,1.038,1.404,-3.296
1.014,-0.092,-0.173,0.305,1.831,-2.930
1.018,-0.078,-0.174,0.366,1.831,-2.808
1.018,-0.072,-0.173,1.404,1.953,-2.869
1.016,-0.082,-0.176,2.075,2.014,-2.869
1.016,-0.092,-0.178,2.563,1.831,-2.563
1.019,-0.105,-0.183,2.319,1.587,-2.197
1.017,-0.104,-0.184,1.404,1.160,-1.099
1.015,-0.088,-0.182,1.099,1.099,-0.549
1.016,-0.081,-0.180,1.404,1.099,-0.183
1.022,-0.076,-0.179,1.770,0.977,-0.244
1.022,-0.077,-0.180,2.258,0.671,-0.610
1.015,-0.078,-0.182,2.380,0.488,-0.793
1.013,-0.078,-0.181,2.625,0.427,-0.916
1.015,-0.083,-0.181,3.235,0.977,-1.160
1.017,-0.090,-0.182,3.418,1.221,-1.221
1.020,-0.095,-0.183,3.296,1.038,-1.221
1.023,-0.103,-0.186,2.991,0.671,-1.160
1.021,-0.105,-0.186,1.953,-0.122,-0.977
1.014,-0.104,-0.181,1.343,-0.427,-0.732
1.011,-0.104,-0.179,0.488,-0.366,-0.366
1.010,-0.100,-0.178,0.000,-0.122,-0.244
1.010,-0.095,-0.179,-0.854,0.427,0.061
1.014,-0.084,-0.182,-1.038,0.549,0.183

